filename, wordcount, chapter_number
103c_happy_holidays_jessi_9.txt, 1365, 9
092c_mallorys_christmas_wish_11.txt, 1076, 11
010c_logan_likes_mary_anne_5.txt, 1902, 5
076c_staceys_lie_8.txt, 2882, 8
074c_kristy_and_the_copycat_14.txt, 1541, 14
m36c_kristy_and_the_cat_burglar_13.txt, 2020, 13
094c_stacey_mcgill_super_sitter_6.txt, 1279, 6
122c_kristy_in_charge_9.txt, 1478, 9
040c_claudia_and_the_middle_school_mystery_3.txt, 2020, 3
m32c_claudia_and_the_mystery_in_the_painting_4.txt, 2277, 4
116c_abby_and_the_best_kid_ever_7.txt, 1714, 7
serr2c_logan_bruno_boy_babysitter_1.txt, 2769, 1
m30c_kristy_and_the_mystery_train_12.txt, 1008, 12
057c_dawn_saves_the_planet_14.txt, 1682, 14
023c_dawn_on_the_coast_10.txt, 1325, 10
115c_jessis_big_break_3.txt, 1605, 3
092c_mallorys_christmas_wish_1.txt, 2050, 1
115c_jessis_big_break_2.txt, 2978, 2
023c_dawn_on_the_coast_11.txt, 1419, 11
057c_dawn_saves_the_planet_15.txt, 1407, 15
m30c_kristy_and_the_mystery_train_13.txt, 678, 13
m32c_claudia_and_the_mystery_in_the_painting_5.txt, 3083, 5
040c_claudia_and_the_middle_school_mystery_2.txt, 2045, 2
116c_abby_and_the_best_kid_ever_6.txt, 1865, 6
043c_staceys_emergency_1.txt, 2069, 1
122c_kristy_in_charge_8.txt, 1755, 8
m36c_kristy_and_the_cat_burglar_12.txt, 1610, 12
094c_stacey_mcgill_super_sitter_7.txt, 1954, 7
074c_kristy_and_the_copycat_15.txt, 920, 15
076c_staceys_lie_9.txt, 1393, 9
092c_mallorys_christmas_wish_10.txt, 1561, 10
103c_happy_holidays_jessi_8.txt, 1221, 8
010c_logan_likes_mary_anne_4.txt, 1828, 4
090c_welcome_to_the_bsc_abby_6.txt, 1634, 6
068c_jessi_and_the_bad_babysitter_3.txt, 1713, 3
m13c_mary_anne_and_the_library_mystery_14.txt, 1738, 14
028c_welcome_back_stacey_13.txt, 1748, 13
017c_mary_annes_bad_luck_mystery_15.txt, 1254, 15
m15c_kristy_and_the_vampires_8.txt, 1486, 8
114c_the_secret_life_of_mary_anne_spier_6.txt, 1725, 6
m34c_mary_anne_and_the_haunted_bookstore_10.txt, 2688, 10
111c_staceys_secret_friend_4.txt, 1474, 4
061c_jessi_and_the_awful_secret_4.txt, 1586, 4
038c_kristys_mystery_admirer_7.txt, 1304, 7
121c_abby_in_wonderland_8.txt, 1289, 8
075c_jessis_horrible_prank_7.txt, 1305, 7
068c_jessi_and_the_bad_babysitter_14.txt, 1875, 14
027c_jessi_and_the_superbrat_2.txt, 1788, 2
m01c_stacey_and_the_mystery_ring_9.txt, 1601, 9
054c_mallory_and_the_dream_horse_7.txt, 2076, 7
serr1c_logans_story_8.txt, 1920, 8
049c_claudia_and_the_genius_of_elm_street_15.txt, 930, 15
m09c_kristy_and_the_haunted_mansion_4.txt, 1898, 4
098c_dawn_and_too_many_sitters_13.txt, 1384, 13
m35c_abby_and_the_notorius_neighbor_15.txt, 1545, 15
100c_kristys_worst_idea_13.txt, 1119, 13
001c_kristys_great_idea_11.txt, 1549, 11
003c_the_truth_about_stacey_7.txt, 1774, 7
m26c_dawn_schafer_undercover_babysitter_3.txt, 1914, 3
048c_jessis_wish_6.txt, 1640, 6
029c_mallory_and_the_mystery_diary_11.txt, 1509, 11
m14c_stacey_and_the_mystery_at_the_mall_11.txt, 1641, 11
081c_kristy_and_mr_mom_3.txt, 2154, 3
021c_mallory_and_the_trouble_with_twins_12.txt, 1785, 12
069c_get_well_soon_mallory_14.txt, 1909, 14
120c_mary_anne_and_the_playground_fight_5.txt, 1832, 5
094c_stacey_mcgill_super_sitter_14.txt, 1005, 14
m22c_stacey_and_the_haunted_masquerade_2.txt, 2652, 2
113c_claudia_makes_up_her_mind_15.txt, 1686, 15
115c_jessis_big_break_12.txt, 1247, 12
m23c_abby_and_the_secret_society_14.txt, 1622, 14
050c_dawns_big_date_8.txt, 1956, 8
067c_dawns_big_move_1.txt, 2542, 1
044c_dawn_and_the_big_sleepover_8.txt, 1808, 8
118c_kristy_thomas_dog_trainer_4.txt, 1360, 4
m11c_claudia_and_the_mystery_at_the_museum_11.txt, 1840, 11
011c_kristy_and_the_snobs_2.txt, 1657, 2
071c_claudia_and_the_perfect_boy_1.txt, 1915, 1
058c_staceys_choice_9.txt, 1388, 9
m24c_mary_anne_and_the_silent_witness_15.txt, 1287, 15
042c_jessi_and_the_dance_school_phantom_7.txt, 2141, 7
109c_mary_anne_to_the_rescue_1.txt, 2079, 1
064c_dawns_family_feud_12.txt, 1093, 12
097c_claudia_and_the_worlds_cutest_baby_15.txt, 634, 15
m20c_mary_anne_and_the_zoo_mystery_2.txt, 2450, 2
009c_the_ghost_at_dawns_house_14.txt, 1407, 14
026c_claudia_and_the_sad_goodbye_2.txt, 2068, 2
107c_mind_your_own_business_kristy_9.txt, 2004, 9
130c_staceys_movie_1.txt, 1442, 1
053c_kristy_for_president_3.txt, 2833, 3
131c_the_fire_at_mary_annes_house_12.txt, 1504, 12
m10c_stacey_and_the_mystery_money_6.txt, 2190, 6
130c_staceys_movie_14.txt, 1422, 14
027c_jessi_and_the_superbrat_11.txt, 1843, 11
090c_welcome_to_the_bsc_abby_12.txt, 1288, 12
m10c_stacey_and_the_mystery_money_4.txt, 2579, 4
131c_the_fire_at_mary_annes_house_10.txt, 1973, 10
090c_welcome_to_the_bsc_abby_10.txt, 1616, 10
027c_jessi_and_the_superbrat_13.txt, 1780, 13
130c_staceys_movie_3.txt, 1634, 3
m16c_claudia_and_the_clue_in_the_photograph_14.txt, 2289, 14
053c_kristy_for_president_1.txt, 1858, 1
064c_dawns_family_feud_10.txt, 1986, 10
109c_mary_anne_to_the_rescue_3.txt, 2037, 3
042c_jessi_and_the_dance_school_phantom_5.txt, 2363, 5
124c_stacey_mcgill_matchmaker_9.txt, 1477, 9
064c_dawns_family_feud_2.txt, 1802, 2
m11c_claudia_and_the_mystery_at_the_museum_13.txt, 1892, 13
m35c_abby_and_the_notorius_neighbor_2.txt, 2872, 2
071c_claudia_and_the_perfect_boy_3.txt, 2139, 3
m17c_dawn_and_the_halloween_mystery_9.txt, 1946, 9
067c_dawns_big_move_3.txt, 1764, 3
074c_kristy_and_the_copycat_8.txt, 819, 8
118c_kristy_thomas_dog_trainer_6.txt, 1690, 6
106c_claudia_queen_of_the_seventh_grade_9.txt, 1350, 9
120c_mary_anne_and_the_playground_fight_7.txt, 1822, 7
115c_jessis_big_break_10.txt, 1168, 10
028c_welcome_back_stacey_2.txt, 1683, 2
048c_jessis_wish_4.txt, 1575, 4
m26c_dawn_schafer_undercover_babysitter_1.txt, 1990, 1
003c_the_truth_about_stacey_5.txt, 2349, 5
001c_kristys_great_idea_13.txt, 2167, 13
126c_the_all_new_mallory_pike_2.txt, 2444, 2
100c_kristys_worst_idea_11.txt, 1452, 11
098c_dawn_and_too_many_sitters_11.txt, 1372, 11
021c_mallory_and_the_trouble_with_twins_10.txt, 1526, 10
081c_kristy_and_mr_mom_1.txt, 1913, 1
022c_jessi_ramsey_petsitter_2.txt, 2240, 2
m14c_stacey_and_the_mystery_at_the_mall_13.txt, 1669, 13
029c_mallory_and_the_mystery_diary_13.txt, 1707, 13
054c_mallory_and_the_dream_horse_5.txt, 1903, 5
m09c_kristy_and_the_haunted_mansion_6.txt, 1996, 6
119c_staceys_ex_boyfriend_9.txt, 1251, 9
103c_happy_holidays_jessi_15.txt, 803, 15
075c_jessis_horrible_prank_5.txt, 1576, 5
093c_mary_anne_and_the_memory_garden_15.txt, 1099, 15
100c_kristys_worst_idea_9.txt, 1481, 9
034c_mary_anne_and_too_many_boys_14.txt, 1355, 14
038c_kristys_mystery_admirer_5.txt, 1533, 5
061c_jessi_and_the_awful_secret_6.txt, 2006, 6
m30c_kristy_and_the_mystery_train_2.txt, 3746, 2
114c_the_secret_life_of_mary_anne_spier_4.txt, 1626, 4
075c_jessis_horrible_prank_14.txt, 2447, 14
111c_staceys_secret_friend_6.txt, 1308, 6
091c_claudia_and_the_first_thanksgiving_14.txt, 1665, 14
m34c_mary_anne_and_the_haunted_bookstore_12.txt, 2618, 12
018c_staceys_mistake_8.txt, 1310, 8
068c_jessi_and_the_bad_babysitter_1.txt, 2170, 1
090c_welcome_to_the_bsc_abby_4.txt, 2115, 4
028c_welcome_back_stacey_11.txt, 1435, 11
016c_jessis_secret_language_2.txt, 2501, 2
094c_stacey_mcgill_super_sitter_5.txt, 2514, 5
m36c_kristy_and_the_cat_burglar_10.txt, 2136, 10
010c_logan_likes_mary_anne_6.txt, 1811, 6
015c_little_miss_stoneybrook_and_dawn_9.txt, 1607, 9
092c_mallorys_christmas_wish_12.txt, 1651, 12
116c_abby_and_the_best_kid_ever_4.txt, 1600, 4
m32c_claudia_and_the_mystery_in_the_painting_7.txt, 1645, 7
043c_staceys_emergency_3.txt, 1945, 3
092c_mallorys_christmas_wish_2.txt, 2771, 2
023c_dawn_on_the_coast_13.txt, 1137, 13
m30c_kristy_and_the_mystery_train_11.txt, 926, 11
serr2c_logan_bruno_boy_babysitter_2.txt, 2764, 2
m30c_kristy_and_the_mystery_train_10.txt, 1652, 10
serr2c_logan_bruno_boy_babysitter_3.txt, 1728, 3
092c_mallorys_christmas_wish_3.txt, 1418, 3
115c_jessis_big_break_1.txt, 2119, 1
023c_dawn_on_the_coast_12.txt, 1731, 12
043c_staceys_emergency_2.txt, 2080, 2
116c_abby_and_the_best_kid_ever_5.txt, 986, 5
m32c_claudia_and_the_mystery_in_the_painting_6.txt, 1572, 6
040c_claudia_and_the_middle_school_mystery_1.txt, 1825, 1
010c_logan_likes_mary_anne_7.txt, 1686, 7
092c_mallorys_christmas_wish_13.txt, 1922, 13
015c_little_miss_stoneybrook_and_dawn_8.txt, 1698, 8
094c_stacey_mcgill_super_sitter_4.txt, 1806, 4
m36c_kristy_and_the_cat_burglar_11.txt, 1701, 11
016c_jessis_secret_language_3.txt, 1461, 3
028c_welcome_back_stacey_10.txt, 1278, 10
090c_welcome_to_the_bsc_abby_5.txt, 1019, 5
018c_staceys_mistake_9.txt, 1592, 9
091c_claudia_and_the_first_thanksgiving_15.txt, 1185, 15
111c_staceys_secret_friend_7.txt, 1315, 7
m34c_mary_anne_and_the_haunted_bookstore_13.txt, 1334, 13
075c_jessis_horrible_prank_15.txt, 1056, 15
114c_the_secret_life_of_mary_anne_spier_5.txt, 1416, 5
m30c_kristy_and_the_mystery_train_3.txt, 3075, 3
038c_kristys_mystery_admirer_4.txt, 1784, 4
061c_jessi_and_the_awful_secret_7.txt, 1261, 7
100c_kristys_worst_idea_8.txt, 2174, 8
034c_mary_anne_and_too_many_boys_15.txt, 1513, 15
103c_happy_holidays_jessi_14.txt, 1700, 14
027c_jessi_and_the_superbrat_1.txt, 2327, 1
093c_mary_anne_and_the_memory_garden_14.txt, 928, 14
075c_jessis_horrible_prank_4.txt, 1319, 4
119c_staceys_ex_boyfriend_8.txt, 2064, 8
m09c_kristy_and_the_haunted_mansion_7.txt, 1787, 7
054c_mallory_and_the_dream_horse_4.txt, 1690, 4
021c_mallory_and_the_trouble_with_twins_11.txt, 1733, 11
029c_mallory_and_the_mystery_diary_12.txt, 1379, 12
m14c_stacey_and_the_mystery_at_the_mall_12.txt, 1719, 12
022c_jessi_ramsey_petsitter_3.txt, 1898, 3
001c_kristys_great_idea_12.txt, 1569, 12
003c_the_truth_about_stacey_4.txt, 2094, 4
048c_jessis_wish_5.txt, 1920, 5
098c_dawn_and_too_many_sitters_10.txt, 932, 10
100c_kristys_worst_idea_10.txt, 1371, 10
126c_the_all_new_mallory_pike_3.txt, 2124, 3
115c_jessis_big_break_11.txt, 1810, 11
028c_welcome_back_stacey_3.txt, 2416, 3
m22c_stacey_and_the_haunted_masquerade_1.txt, 1934, 1
120c_mary_anne_and_the_playground_fight_6.txt, 1573, 6
106c_claudia_queen_of_the_seventh_grade_8.txt, 1375, 8
118c_kristy_thomas_dog_trainer_7.txt, 1574, 7
067c_dawns_big_move_2.txt, 2239, 2
074c_kristy_and_the_copycat_9.txt, 1526, 9
071c_claudia_and_the_perfect_boy_2.txt, 3340, 2
m35c_abby_and_the_notorius_neighbor_3.txt, 1691, 3
011c_kristy_and_the_snobs_1.txt, 2162, 1
m17c_dawn_and_the_halloween_mystery_8.txt, 1834, 8
m11c_claudia_and_the_mystery_at_the_museum_12.txt, 1671, 12
064c_dawns_family_feud_3.txt, 1848, 3
124c_stacey_mcgill_matchmaker_8.txt, 2346, 8
042c_jessi_and_the_dance_school_phantom_4.txt, 2391, 4
109c_mary_anne_to_the_rescue_2.txt, 3395, 2
m20c_mary_anne_and_the_zoo_mystery_1.txt, 2240, 1
064c_dawns_family_feud_11.txt, 1744, 11
m16c_claudia_and_the_clue_in_the_photograph_15.txt, 1439, 15
026c_claudia_and_the_sad_goodbye_1.txt, 2872, 1
130c_staceys_movie_2.txt, 2960, 2
027c_jessi_and_the_superbrat_12.txt, 1461, 12
090c_welcome_to_the_bsc_abby_11.txt, 1344, 11
m10c_stacey_and_the_mystery_money_5.txt, 1963, 5
131c_the_fire_at_mary_annes_house_11.txt, 1855, 11
m27c_claudia_and_the_lighthouse_ghost_1.txt, 1924, 1
042c_jessi_and_the_dance_school_phantom_12.txt, 1914, 12
m19c_kristy_and_the_missing_fortune_2.txt, 2753, 2
m10c_stacey_and_the_mystery_money_8.txt, 2008, 8
110c_abby_and_the_bad_sport_10.txt, 1854, 10
016c_jessis_secret_language_15.txt, 1652, 15
086c_mary_anne_and_camp_bsc_2.txt, 2649, 2
107c_mind_your_own_business_kristy_7.txt, 1919, 7
m10c_stacey_and_the_mystery_money_14.txt, 2311, 14
088c_farewell_dawn_14.txt, 1483, 14
m05c_mary_anne_and_the_secret_in_the_attic_11.txt, 1892, 11
014c_hello_mallory_12.txt, 1608, 12
102c_mary_anne_and_the_little_princess_3.txt, 1498, 3
042c_jessi_and_the_dance_school_phantom_9.txt, 2110, 9
117c_claudia_and_the_terrible_truth_11.txt, 1608, 11
096c_abbys_lucky_thirteen_2.txt, 1474, 2
083c_stacey_vs_the_bsc_10.txt, 2044, 10
058c_staceys_choice_7.txt, 1617, 7
025c_mary_anne_and_the_search_for_tigger_11.txt, 1745, 11
m17c_dawn_and_the_halloween_mystery_5.txt, 1970, 5
033c_claudia_and_the_great_search_13.txt, 1366, 13
124c_stacey_mcgill_matchmaker_5.txt, 885, 5
106c_claudia_queen_of_the_seventh_grade_5.txt, 1585, 5
077c_dwn_and_whitney_friends_forever_10.txt, 1499, 10
044c_dawn_and_the_big_sleepover_6.txt, 1483, 6
112c_kristy_and_the_sister_war_12.txt, 1628, 12
050c_dawns_big_date_6.txt, 1397, 6
074c_kristy_and_the_copycat_4.txt, 2050, 4
099c_staceys_broken_heart_14.txt, 1409, 14
003c_the_truth_about_stacey_11.txt, 2254, 11
025c_mary_anne_and_the_search_for_tigger_1.txt, 2361, 1
047c_mallory_on_strike_3.txt, 2181, 3
m18c_stacey_and_the_mystery_at_the_empty_house_2.txt, 2181, 2
071c_claudia_and_the_perfect_boy_12.txt, 1294, 12
089c_kristy_and_the_dirty_diapers_13.txt, 1680, 13
003c_the_truth_about_stacey_9.txt, 1826, 9
048c_jessis_wish_8.txt, 1574, 8
119c_staceys_ex_boyfriend_5.txt, 1689, 5
032c_kristy_and_the_secret_of_susan_13.txt, 1634, 13
serr1c_logans_story_6.txt, 1553, 6
102c_mary_anne_and_the_little_princess_15.txt, 788, 15
054c_mallory_and_the_dream_horse_9.txt, 2126, 9
100c_kristys_worst_idea_5.txt, 1745, 5
053c_kristy_for_president_13.txt, 1336, 13
m01c_stacey_and_the_mystery_ring_7.txt, 1850, 7
m29c_stacey_and_the_fashion_victim_1.txt, 2171, 1
007c_claudia_and_mean_jeanine_11.txt, 1904, 11
075c_jessis_horrible_prank_9.txt, 1611, 9
m02c_beware_dawn_1.txt, 2122, 1
038c_kristys_mystery_admirer_9.txt, 1878, 9
101c_claudia_kishi_middle_school_dropout_15.txt, 1486, 15
121c_abby_in_wonderland_6.txt, 1193, 6
125c_mary_anne_in_the_middle_13.txt, 1219, 13
087c_stacey_and_the_bad_girls_12.txt, 1869, 12
113c_claudia_makes_up_her_mind_2.txt, 2811, 2
114c_the_secret_life_of_mary_anne_spier_8.txt, 2008, 8
m15c_kristy_and_the_vampires_6.txt, 1994, 6
050c_dawns_big_date_14.txt, 2585, 14
090c_welcome_to_the_bsc_abby_8.txt, 1487, 8
018c_staceys_mistake_4.txt, 1627, 4
103c_happy_holidays_jessi_6.txt, 2174, 6
015c_little_miss_stoneybrook_and_dawn_5.txt, 1638, 5
045c_kristy_and_the_baby_parade_10.txt, 1582, 10
018c_staceys_mistake_10.txt, 1752, 10
069c_get_well_soon_mallory_1.txt, 2178, 1
081c_kristy_and_mr_mom_12.txt, 2280, 12
096c_abbys_lucky_thirteen_11.txt, 1116, 11
094c_stacey_mcgill_super_sitter_9.txt, 1024, 9
076c_staceys_lie_7.txt, 1966, 7
122c_kristy_in_charge_6.txt, 1224, 6
052c_mary_anne_plus_too_many_babies_13.txt, 1467, 13
021c_mallory_and_the_trouble_with_twins_2.txt, 2092, 2
116c_abby_and_the_best_kid_ever_8.txt, 1716, 8
128c_claudia_and_the_little_liar_13.txt, 1366, 13
m18c_stacey_and_the_mystery_at_the_empty_house_10.txt, 2053, 10
010c_logan_likes_mary_anne_13.txt, 1765, 13
114c_the_secret_life_of_mary_anne_spier_12.txt, 1712, 12
m32c_claudia_and_the_mystery_in_the_painting_14.txt, 1039, 14
044c_dawn_and_the_big_sleepover_12.txt, 1263, 12
015c_little_miss_stoneybrook_and_dawn_14.txt, 3116, 14
057c_dawn_saves_the_planet_1.txt, 2235, 1
m15c_kristy_and_the_vampires_15.txt, 876, 15
m15c_kristy_and_the_vampires_14.txt, 1809, 14
015c_little_miss_stoneybrook_and_dawn_15.txt, 958, 15
044c_dawn_and_the_big_sleepover_13.txt, 1268, 13
010c_logan_likes_mary_anne_12.txt, 1306, 12
m18c_stacey_and_the_mystery_at_the_empty_house_11.txt, 1877, 11
128c_claudia_and_the_little_liar_12.txt, 990, 12
116c_abby_and_the_best_kid_ever_9.txt, 1721, 9
m32c_claudia_and_the_mystery_in_the_painting_15.txt, 1627, 15
114c_the_secret_life_of_mary_anne_spier_13.txt, 730, 13
052c_mary_anne_plus_too_many_babies_12.txt, 1654, 12
122c_kristy_in_charge_7.txt, 1932, 7
021c_mallory_and_the_trouble_with_twins_3.txt, 1550, 3
081c_kristy_and_mr_mom_13.txt, 1476, 13
039c_poor_mallory_1.txt, 1771, 1
018c_staceys_mistake_11.txt, 1654, 11
076c_staceys_lie_6.txt, 1619, 6
094c_stacey_mcgill_super_sitter_8.txt, 1711, 8
096c_abbys_lucky_thirteen_10.txt, 1341, 10
015c_little_miss_stoneybrook_and_dawn_4.txt, 1645, 4
045c_kristy_and_the_baby_parade_11.txt, 1803, 11
103c_happy_holidays_jessi_7.txt, 1592, 7
097c_claudia_and_the_worlds_cutest_baby_1.txt, 2252, 1
018c_staceys_mistake_5.txt, 1978, 5
090c_welcome_to_the_bsc_abby_9.txt, 1472, 9
m15c_kristy_and_the_vampires_7.txt, 2067, 7
114c_the_secret_life_of_mary_anne_spier_9.txt, 1177, 9
125c_mary_anne_in_the_middle_12.txt, 1371, 12
113c_claudia_makes_up_her_mind_3.txt, 975, 3
087c_stacey_and_the_bad_girls_13.txt, 1308, 13
121c_abby_in_wonderland_7.txt, 1774, 7
101c_claudia_kishi_middle_school_dropout_14.txt, 2037, 14
038c_kristys_mystery_admirer_8.txt, 1825, 8
127c_abbys_un_valentine_1.txt, 1617, 1
007c_claudia_and_mean_jeanine_10.txt, 1693, 10
075c_jessis_horrible_prank_8.txt, 1762, 8
053c_kristy_for_president_12.txt, 1057, 12
100c_kristys_worst_idea_4.txt, 1203, 4
m01c_stacey_and_the_mystery_ring_6.txt, 1510, 6
065c_staceys_big_crush_1.txt, 2538, 1
serr1c_logans_story_7.txt, 1809, 7
032c_kristy_and_the_secret_of_susan_12.txt, 1531, 12
054c_mallory_and_the_dream_horse_8.txt, 1903, 8
102c_mary_anne_and_the_little_princess_14.txt, 1283, 14
119c_staceys_ex_boyfriend_4.txt, 1806, 4
048c_jessis_wish_9.txt, 1420, 9
003c_the_truth_about_stacey_8.txt, 1699, 8
089c_kristy_and_the_dirty_diapers_12.txt, 1102, 12
071c_claudia_and_the_perfect_boy_13.txt, 2846, 13
m18c_stacey_and_the_mystery_at_the_empty_house_3.txt, 2151, 3
047c_mallory_on_strike_2.txt, 1920, 2
099c_staceys_broken_heart_15.txt, 1262, 15
003c_the_truth_about_stacey_10.txt, 2105, 10
074c_kristy_and_the_copycat_5.txt, 1565, 5
050c_dawns_big_date_7.txt, 2021, 7
112c_kristy_and_the_sister_war_13.txt, 1217, 13
106c_claudia_queen_of_the_seventh_grade_4.txt, 2006, 4
077c_dwn_and_whitney_friends_forever_11.txt, 1549, 11
044c_dawn_and_the_big_sleepover_7.txt, 2213, 7
124c_stacey_mcgill_matchmaker_4.txt, 2058, 4
029c_mallory_and_the_mystery_diary_1.txt, 2346, 1
023c_dawn_on_the_coast_1.txt, 2213, 1
087c_stacey_and_the_bad_girls_1.txt, 2239, 1
033c_claudia_and_the_great_search_12.txt, 1557, 12
m17c_dawn_and_the_halloween_mystery_4.txt, 2017, 4
025c_mary_anne_and_the_search_for_tigger_10.txt, 1769, 10
062c_kristy_and_the_worst_kid_ever_1.txt, 2240, 1
058c_staceys_choice_6.txt, 1525, 6
083c_stacey_vs_the_bsc_11.txt, 1356, 11
102c_mary_anne_and_the_little_princess_2.txt, 3231, 2
096c_abbys_lucky_thirteen_3.txt, 3336, 3
117c_claudia_and_the_terrible_truth_10.txt, 1179, 10
042c_jessi_and_the_dance_school_phantom_8.txt, 1893, 8
014c_hello_mallory_13.txt, 1708, 13
m05c_mary_anne_and_the_secret_in_the_attic_10.txt, 1536, 10
072c_dawn_and_the_we_heart_kids_club_1.txt, 2313, 1
073c_mary_anne_and_miss_priss_1.txt, 2071, 1
107c_mind_your_own_business_kristy_6.txt, 1337, 6
086c_mary_anne_and_camp_bsc_3.txt, 1333, 3
033c_claudia_and_the_great_search_1.txt, 2047, 1
m10c_stacey_and_the_mystery_money_15.txt, 1914, 15
016c_jessis_secret_language_14.txt, 1745, 14
110c_abby_and_the_bad_sport_11.txt, 1263, 11
m10c_stacey_and_the_mystery_money_9.txt, 2429, 9
042c_jessi_and_the_dance_school_phantom_13.txt, 2277, 13
125c_mary_anne_in_the_middle_1.txt, 1385, 1
m19c_kristy_and_the_missing_fortune_3.txt, 1819, 3
110c_abby_and_the_bad_sport_13.txt, 2016, 13
m19c_kristy_and_the_missing_fortune_1.txt, 2222, 1
m27c_claudia_and_the_lighthouse_ghost_2.txt, 3402, 2
125c_mary_anne_in_the_middle_3.txt, 1689, 3
042c_jessi_and_the_dance_school_phantom_11.txt, 2365, 11
033c_claudia_and_the_great_search_3.txt, 2496, 3
086c_mary_anne_and_camp_bsc_1.txt, 2272, 1
107c_mind_your_own_business_kristy_4.txt, 1348, 4
m05c_mary_anne_and_the_secret_in_the_attic_12.txt, 1868, 12
014c_hello_mallory_11.txt, 1484, 11
048c_jessis_wish_15.txt, 1400, 15
073c_mary_anne_and_miss_priss_3.txt, 1779, 3
serr3c_shannons_story_14.txt, 1380, 14
072c_dawn_and_the_we_heart_kids_club_3.txt, 2761, 3
083c_stacey_vs_the_bsc_13.txt, 1748, 13
058c_staceys_choice_4.txt, 1129, 4
062c_kristy_and_the_worst_kid_ever_3.txt, 2233, 3
117c_claudia_and_the_terrible_truth_12.txt, 1421, 12
096c_abbys_lucky_thirteen_1.txt, 1755, 1
029c_mallory_and_the_mystery_diary_3.txt, 1601, 3
038c_kristys_mystery_admirer_15.txt, 1704, 15
124c_stacey_mcgill_matchmaker_6.txt, 2807, 6
025c_mary_anne_and_the_search_for_tigger_12.txt, 1732, 12
033c_claudia_and_the_great_search_10.txt, 1602, 10
m17c_dawn_and_the_halloween_mystery_6.txt, 1876, 6
087c_stacey_and_the_bad_girls_3.txt, 2451, 3
023c_dawn_on_the_coast_3.txt, 2019, 3
112c_kristy_and_the_sister_war_11.txt, 1466, 11
050c_dawns_big_date_5.txt, 2124, 5
074c_kristy_and_the_copycat_7.txt, 1003, 7
044c_dawn_and_the_big_sleepover_5.txt, 1014, 5
077c_dwn_and_whitney_friends_forever_13.txt, 1458, 13
118c_kristy_thomas_dog_trainer_9.txt, 1535, 9
106c_claudia_queen_of_the_seventh_grade_6.txt, 1686, 6
002c_claudia_and_the_phantom_phone_calls_15.txt, 627, 15
120c_mary_anne_and_the_playground_fight_8.txt, 1606, 8
003c_the_truth_about_stacey_12.txt, 2110, 12
025c_mary_anne_and_the_search_for_tigger_2.txt, 2001, 2
089c_kristy_and_the_dirty_diapers_10.txt, 1214, 10
m18c_stacey_and_the_mystery_at_the_empty_house_1.txt, 2120, 1
071c_claudia_and_the_perfect_boy_11.txt, 1630, 11
serr1c_logans_story_5.txt, 1686, 5
032c_kristy_and_the_secret_of_susan_10.txt, 1866, 10
119c_staceys_ex_boyfriend_6.txt, 1059, 6
m09c_kristy_and_the_haunted_mansion_9.txt, 1829, 9
007c_claudia_and_mean_jeanine_12.txt, 1404, 12
m29c_stacey_and_the_fashion_victim_2.txt, 2412, 2
065c_staceys_big_crush_3.txt, 1651, 3
m01c_stacey_and_the_mystery_ring_4.txt, 2060, 4
100c_kristys_worst_idea_6.txt, 1625, 6
053c_kristy_for_president_10.txt, 2408, 10
m08c_jessi_and_the_jewel_thieves_15.txt, 1937, 15
061c_jessi_and_the_awful_secret_9.txt, 1278, 9
127c_abbys_un_valentine_3.txt, 867, 3
121c_abby_in_wonderland_5.txt, 2007, 5
m02c_beware_dawn_2.txt, 1965, 2
m15c_kristy_and_the_vampires_5.txt, 1715, 5
087c_stacey_and_the_bad_girls_11.txt, 966, 11
113c_claudia_makes_up_her_mind_1.txt, 1852, 1
111c_staceys_secret_friend_9.txt, 1179, 9
125c_mary_anne_in_the_middle_10.txt, 1660, 10
018c_staceys_mistake_7.txt, 2019, 7
109c_mary_anne_to_the_rescue_15.txt, 1621, 15
096c_abbys_lucky_thirteen_12.txt, 1920, 12
063c_claudias_freind_friend_14.txt, 1220, 14
076c_staceys_lie_4.txt, 2116, 4
018c_staceys_mistake_13.txt, 1922, 13
039c_poor_mallory_3.txt, 2011, 3
069c_get_well_soon_mallory_2.txt, 2244, 2
081c_kristy_and_mr_mom_11.txt, 1291, 11
084c_dawn_and_the_school_spirit_war_15.txt, 548, 15
097c_claudia_and_the_worlds_cutest_baby_3.txt, 1602, 3
103c_happy_holidays_jessi_5.txt, 1472, 5
045c_kristy_and_the_baby_parade_13.txt, 1492, 13
015c_little_miss_stoneybrook_and_dawn_6.txt, 1806, 6
037c_dawn_and_the_older_boy_14.txt, 1663, 14
010c_logan_likes_mary_anne_9.txt, 1394, 9
107c_mind_your_own_business_kristy_15.txt, 680, 15
m32c_claudia_and_the_mystery_in_the_painting_8.txt, 2187, 8
114c_the_secret_life_of_mary_anne_spier_11.txt, 1479, 11
128c_claudia_and_the_little_liar_10.txt, 917, 10
m18c_stacey_and_the_mystery_at_the_empty_house_13.txt, 1761, 13
010c_logan_likes_mary_anne_10.txt, 2037, 10
021c_mallory_and_the_trouble_with_twins_1.txt, 2082, 1
122c_kristy_in_charge_5.txt, 1049, 5
079c_mary_anne_breaks_the_rules_14.txt, 1756, 14
052c_mary_anne_plus_too_many_babies_10.txt, 1729, 10
057c_dawn_saves_the_planet_2.txt, 1636, 2
